gbifID	type	format	identifier	references	title	description	source	audience	created	creator	contributor	publisher	license	rightsHolder
2981036306	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/103372143/original.jpg	https://www.inaturalist.org/photos/103372143					2020-11-06T14:10:27Z	hendrixellen		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	hendrixellen
2981035854	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/102717571/original.jpeg	https://www.inaturalist.org/photos/102717571					2020-11-01T17:14:27Z	Anja Cervencl		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Anja Cervencl
2981005143	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/103123679/original.jpeg	https://www.inaturalist.org/photos/103123679					2019-07-24T09:49:49Z	Samuel Büttler		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Samuel Büttler
2980981006	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/102916643/original.jpg	https://www.inaturalist.org/photos/102916643					2020-11-02T19:36:48Z	vret		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	vret
2980974279	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/103261260/original.jpeg	https://www.inaturalist.org/photos/103261260					2020-11-06T02:58:54Z	Anja Cervencl		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Anja Cervencl
2980966229	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/103261242/original.jpeg	https://www.inaturalist.org/photos/103261242					2020-11-06T03:01:30Z	Anja Cervencl		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Anja Cervencl
2980862109	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/103123632/original.jpeg	https://www.inaturalist.org/photos/103123632					2019-07-23T06:44:37Z	Samuel Büttler		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Samuel Büttler
2980856621	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/102480355/original.jpg	https://www.inaturalist.org/photos/102480355					2020-10-30T18:56:53Z	Gideon van Melle		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Gideon van Melle
2980856621	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/102480357/original.jpg	https://www.inaturalist.org/photos/102480357					2020-10-30T18:57:12Z	Gideon van Melle		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Gideon van Melle
2980847994	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/102996608/original.jpeg	https://www.inaturalist.org/photos/102996608					2020-11-03T17:46:37Z	Gideon van Melle		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Gideon van Melle
2980838250	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/103261530/original.jpeg	https://www.inaturalist.org/photos/103261530					2020-11-06T03:26:16Z	Anja Cervencl		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Anja Cervencl
2980816041	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/102996619/original.jpeg	https://www.inaturalist.org/photos/102996619					2020-11-03T17:57:43Z	Gideon van Melle		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Gideon van Melle
2980808866	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/102754761/original.jpeg	https://www.inaturalist.org/photos/102754761					2020-11-01T18:11:22Z	Gideon van Melle		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Gideon van Melle
2980775949	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/102886547/original.jpeg	https://www.inaturalist.org/photos/102886547					2020-11-02T23:25:08Z	Gideon van Melle		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Gideon van Melle
2980775949	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/102996546/original.jpeg	https://www.inaturalist.org/photos/102996546					2020-11-03T17:44:42Z	Gideon van Melle		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Gideon van Melle
2980774007	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/102935050/original.jpg	https://www.inaturalist.org/photos/102935050					2020-08-08T16:22:59Z	briwallace		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	briwallace
2980774007	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/102935054/original.jpg	https://www.inaturalist.org/photos/102935054					2020-08-08T16:22:59Z	briwallace		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	briwallace
2963906437	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/93722134/original.jpeg	https://www.inaturalist.org/photos/93722134					2020-09-06T07:35:34Z	jerulam		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	jerulam
2963905807	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/101863332/original.jpeg	https://www.inaturalist.org/photos/101863332					2020-10-25T10:41:00Z	Gideon van Melle		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Gideon van Melle
2963883451	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/95163455/original.jpeg	https://www.inaturalist.org/photos/95163455					2020-09-14T14:07:11Z	Chris van Swaay		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Chris van Swaay
2963875671	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/101693701/original.jpeg	https://www.inaturalist.org/photos/101693701					2020-10-24T15:35:57Z	Chris van Swaay		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Chris van Swaay
2963850776	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/101861383/original.jpeg	https://www.inaturalist.org/photos/101861383					2020-10-25T05:28:07Z	schelv		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	schelv
2963817050	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/102176540/original.jpeg	https://www.inaturalist.org/photos/102176540					2020-10-27T13:08:42Z	kjdekoning		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	kjdekoning
2963813211	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/102440367/original.jpg	https://www.inaturalist.org/photos/102440367					2020-10-29T23:05:53Z	tamma		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	tamma
2963813211	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/102440371/original.jpg	https://www.inaturalist.org/photos/102440371					2020-10-29T23:05:53Z	tamma		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	tamma
2963810645	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/101657010/original.jpeg	https://www.inaturalist.org/photos/101657010					2020-10-23T15:01:03Z	jac_o_lifearchive		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	jac_o_lifearchive
2963769793	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/101896610/original.jpg	https://www.inaturalist.org/photos/101896610					2020-10-25T14:38:58Z	Gideon van Melle		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Gideon van Melle
2901803136	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/101168868/original.jpg	https://www.inaturalist.org/photos/101168868					2020-10-20T06:54:26Z	Jean-Paul Boerekamps		iNaturalist	http://creativecommons.org/publicdomain/zero/1.0/	Jean-Paul Boerekamps
2901803136	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/101168872/original.jpg	https://www.inaturalist.org/photos/101168872					2020-10-20T06:54:26Z	Jean-Paul Boerekamps		iNaturalist	http://creativecommons.org/publicdomain/zero/1.0/	Jean-Paul Boerekamps
2901791727	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/100703659/original.jpg	https://www.inaturalist.org/photos/100703659					2020-10-12T06:40:56Z	nature036		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	nature036
2901699019	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/101046290/original.jpeg	https://www.inaturalist.org/photos/101046290					2020-10-19T21:53:33Z	Theo Summer		iNaturalist	http://creativecommons.org/publicdomain/zero/1.0/	Theo Summer
2901699019	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/101046172/original.jpeg	https://www.inaturalist.org/photos/101046172					2020-10-19T12:53:19Z	Theo Summer		iNaturalist	http://creativecommons.org/publicdomain/zero/1.0/	Theo Summer
2901699019	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/101046315/original.jpeg	https://www.inaturalist.org/photos/101046315					2020-10-19T21:53:28Z	Theo Summer		iNaturalist	http://creativecommons.org/publicdomain/zero/1.0/	Theo Summer
2901685158	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/101312253/original.jpg	https://www.inaturalist.org/photos/101312253					2020-10-21T09:18:13Z	Bart Schuurmans		iNaturalist	http://creativecommons.org/licenses/by/4.0/	Bart Schuurmans
